"MigrationId","Title","Description","Category","Country","Attributes","Identifier","Latitude","Longitude","Altitude","Pitch","Bank","TrueHeading","IndicatedAirspeed","OnGround","EngineEvent"
"8627d59a-1709-d4a7-97e8-58831d982879","Monument Valley","Monument Valley (Navajo: Tsé Biiʼ Ndzisgaii, meaning valley of the rocks) is a region of the Colorado Plateau characterized by a cluster of sandstone buttes, the largest reaching 1,000 ft (300 m) above the valley floor. It is located on the Utah-Arizona state line, near the Four Corners area. The valley is a sacred area that lies within the territory of the Navajo Nation Reservation, the Native American people of the area.\n\nDirector John Ford used the location for a number of his Westerns; critic Keith Phipps wrote that ‹‹its five square miles [13 square kilometers] have defined what decades of moviegoers think of when they imagine the American West››.","VA","US",0,,36.964102,-110.160706,7000,0,0,60,120,"false","KEEP"
"3b547508-9630-d2ae-e840-d3f16629ee4d","Cape Eleuthera, Bahamas","Eleuthera refers both to a single island in the archipelagic state of The Commonwealth of the Bahamas and to its associated group of smaller islands. Eleuthera forms a part of the Great Bahama Bank. The island of Eleuthera incorporates the smaller Harbour Island. ‹‹Eleuthera›› derives from the feminine form of the Greek adjective ἐλεύθερος (eleútheros), meaning ‹‹free››.","SE","BS",0,,24.847928,-76.307355,2500,0,0,325,120,"false","KEEP"
"ce50203d-93c0-141f-d075-20da212655d5","Hong Kong","Hong Kong is one of the most densely populated places in the world. Hong Kong is also a major global financial centre and one of the most developed cities in the world.\n\nThe city has the largest number of skyscrapers of any city in the world, and its residents have some of the highest life expectancies in the world. The dense space has led to a highly developed transportation network with public transport rates exceeding 90%.","CI","CN",0,,22.3051462,114.1412881,3500,0,0,80,140,"false","KEEP"
"fb5bd433-63b5-429d-1bab-c3d599e95de0","Hyderabad","Hyderabad is the capital and largest city of the Indian state of Telangana and the de jure capital of Andhra Pradesh. It occupies 650 km2 (250 sq mi) on the Deccan Plateau along the banks of the Musi River, in the northern part of Southern India. With an average altitude of 542 m (1,778 ft), much of Hyderabad is situated on hilly terrain around artificial lakes, including the Hussain Sagar lake, predating the city's founding, in the north of the city centre.\n\nAccording to the 2011 Census of India, Hyderabad is the fourth-most populous city in India with a population of 6.9 million residents within the city limits, and has a population of 9.7 million residents in the metropolitan region, making it the sixth-most populous metropolitan area in India.","CI","IN",0,,17.386095,78.477011,3500,0,0,355,140,"false","KEEP"
"a6355634-d23d-05dc-d1c2-172f14b1cf80","Paris","Paris is the capital and most populous city of France, with an estimated population of 2,165,423 residents in 2019 in an area of more than 105 km² (41 sq mi). Since the 17th century, Paris has been one of the world's major centres of finance, diplomacy, commerce, fashion, gastronomy, science, and arts, and has sometimes been referred to as the capital of the world.\n\nParis is a major railway, highway, and air-transport hub served by two international airports: Paris–Charles de Gaulle (the second-busiest airport in Europe) and Paris–Orly.","CI","FR",0,,48.903447,2.356906,2000,0,0,200,120,"false","KEEP"
"38eb0010-2163-b98c-4591-d9b3ecdd0f67","Heisenberg","34°59'20.0'' N 106°36'52.0'' W - the end of the rainbow? Or maybe not quite. In any case, this is the location of the production studio of some world-famous TV series.","PO","US",0,,34.988889,-106.614444,6200,0,0,320,140,"false","KEEP"
"06be5d4c-1e71-fd00-6175-b4844d94b4f4","Como Hidroport Airport","Travelers and merchants alike have been attracted to Lake Como from time immemorial. The ancient Romans called it Larius, George Clooney calls it home. This glacier lake nestled in the folds of the Alps and lined by picturesque villages, majestic villas, and mountains covered with foliage ranging from palm trees to cypresses, is one of the most beautiful lakes in Europe. One could argue that neighboring Lake Garda and Lake Maggiore are equally stunning, but only the shores of Lake Como can boast of the world’s oldest seaplane operation, the Aero Club Como.\n\nThe Aero Club Como was founded in 1930. However, seaplane operations went on at the same location as early as 1913, most notably the Gran Premio dei Laghi—a rally in which French pilot Roland Garros, who would become a World War I hero, competed flying a Morane-Saulnier. The current hangar is located at the space that served as the base of operations for this event.","WR","IT",0,"LILY",45.814701,9.06972,660.53,0,0,22,0,"true","STOP"
"5994f63d-c048-2fa8-7f90-684073070ab6","University Hospital Zurich","This helipad on the rooftop of the University Hospital of Zurich (USZ) provides a landing spot for the Swiss air rescue (Rega) helicopters.\n\nWith its three ambulance jets and its 14 helicopter bases distributed all over the country, Rega is an integral part of primary medical care in Switzerland. In 2021, Rega came to the aid of more than 12,000 patients and organised about 18,000 missions.","HP","CH",0,,47.376874,8.551116,1570.476,0,0,314.84,0,"true","STOP"
"8fbc7ce9-cafc-109d-8c2d-a99672acfd27","Doha","Doha is the capital city and main financial hub of Qatar. Located on the Persian Gulf coast in the east of the country, north of Al Wakrah and south of Al Khor, it is home to most of the country's population. It is also Qatar's fastest growing city, with over 80% of the nation's population living in Doha or its surrounding suburbs.\n\nThe city also hosted the 2012 UNFCCC Climate Negotiations and the 2022 FIFA World Cup.\n\nThe city is served by Hamad International Airport (ICAO: OTHH), the home of Qatar’s flag carrier airline, Qatar Airways.","CI","QA",0,,25.303615,51.529519,1830,0,0,294,120,"false","KEEP"
"5314e1f3-4557-b001-8b01-3d5d0cc5e2d6","One more time!","The largest wooden airplane ever built.\n\nThe Spruce Goose was first conceived during World War II, when German submarines were sinking hundreds of Allied ships, and there was a growing need to move troops and materials across the Atlantic Ocean. Henry Kaiser conceived the idea of a massive flying transport and turned to Howard Hughes to design and build it. Hughes took on the task, made even more challenging by the government’s restrictions on materials critical to the war effort, such as steel and aluminum.\n\nSix times larger than any aircraft of its time, the Spruce Goose, also known as the Hughes Flying Boat, is made entirely of wood and flew just one time on November 2, 1947, in Long Beach, California.","WR","US",0,,33.74701,-118.217069,2.32,0,0,150,0,"true","STOP"
"04465fa7-7dbd-6eb4-26d5-1b9b3d33a7f2","Where it all began…","Merrill C. Meigs Field Airport was a single-runway airport in Chicago that was in operation from December 1948 until March 2003 on Northerly Island, an artificial peninsula on Lake Michigan. Meigs Field airport was opened on December 10, 1948, and, by 1955, had become the busiest single-strip airport in the United States.\n\nMeigs was the default airport for the Microsoft Flight Simulator series until Microsoft Flight Simulator 2004, though the airport remains operational in Flight Simulator 2004. In Flight Simulator X, it was completely removed from the scenery, up until the Steam Edition of the game added it as downloadable content in 2015. The scenery was also recreated with the 40th Anniversary Update for MSFS 2020.","AP","US",0,"KCGX",41.854377,-87.607592,586.58,0,0,356.74,0,"true","START"
"bd8e9273-ec4b-c29f-d024-0c33e5946c39","Mauna Loa","Hawaii’s Mauna Loa volcano is the largest active in the world. The 5,000 square kilometre volcano is situated inside Hawaii Volcanoes National Park. It is one of five volcanoes that form the Island of Hawaii in the U.S. state of Hawaii in the Pacific Ocean.\n\nIt erupted on November 27 2022, the first time after nearly 40 years since its last eruption in 1984.","MO","US",0,,19.415934,-155.50463,17600,0,0,300,0,"false","KEEP"
"f3b7e44f-c382-1a88-a85a-2f55d5dd1539","McMurdo Station","McMurdo Station is a United States Antarctic research station on the south tip of Ross Island, which is in the New Zealand-claimed Ross Dependency on the shore of McMurdo Sound in Antarctica. It is operated by the United States through the United States Antarctic Program (USAP), a branch of the National Science Foundation.\n\nThe station is the largest community in Antarctica, capable of supporting up to 1,258 residents,[2] and serves as one of three year-round United States Antarctic science facilities. All personnel and cargo going to or coming from Amundsen–Scott South Pole Station first pass through McMurdo. By road, McMurdo is 3 kilometres (1.9 mi) from New Zealand's smaller Scott Base.
","AS","US",0,"NZIR",-77.857846,166.622556,1450,0,0,42,90,"false","KEEP"
"c95b0041-3fdc-3951-a7ec-be936dfa070e","Parícutin","Parícutin (or Volcán de Parícutin, also accented Paricutín) is a cinder cone volcano located in the Mexican state of Michoacán, near the city of Uruapan and about 322 kilometers (200 mi) west of Mexico City. The volcano surged suddenly from the cornfield of local farmer Dionisio Pulido in 1943, attracting both popular and scientific attention.\n\nParicutín presented the first occasion for modern science to document the full life cycle of an eruption of this type. During the volcano's nine years of activity, scientists sketched and mapped it and took thousands of samples and photographs.","MO","MX",0,,19.493897,-102.267086,9400,0,0,90,110,"false","KEEP"
"1263a786-798a-a781-b6c2-ba994146aa01","Diavik Diamond Mine","The Diavik Diamond Mine is a diamond mine in the North Slave Region of the Northwest Territories, Canada, about 300 km northeast of Yellowknife.","LM","CA",0,,64.504797,-110.319933,3360,0,0,110,110,"false","KEEP"
"14eb7646-e541-6eb6-f1c6-dcfc99060465","Cerro Roma","Cerro Roma is a mountain in the Andes mountain range, located on the border between Argentina and Chile, in the Patagonia region.","MO","AR",0,,-49.988419,-73.490334,14200,0,0,36.75,110,"false","KEEP"
"1a010ba6-0a1d-2b76-71b3-cd6ad2620f30","Mazār-i-Sharīf","Mazār-e Sharīf, or Mazar, is the 4th largest city of Afghanistan and capital of the Balkh province. This region of northern Afghanistan is a tourist and pilgrimage destination due to its famous shrines and archeological sites.\n\n These spectacular mountains lie southeast stretching for hundreds of kilometers and can be reached easily from the Mazar Airport (OAMS).","CI","AF",0,,36.732912,67.060959,300,0,0,136,120,"false","KEEP"
"123cf625-6245-3c61-ee69-d101457e4e6d","Northumberlandia","Northumberlandia (the ""Lady of the North"") is a huge land sculpture in the shape of a reclining female figure, which was completed in 2012, near Cramlington, Northumberland, northern England.\n\nMade of 1.5 million tonnes of earth from neighbouring Shotton Surface Mine, it is 34 metres (112 feet) high and 400 metres (1,300 feet) long, set in a 19 hectares (47 acres) public park. Its creators claim that it is the largest land sculpture in female form in the world.","LM","GB",0,,55.089296,-1.611288,1240,0,0,266.54,90,"false","KEEP"
"35a86ae9-98f7-1ace-befb-f24bae1f1263","Capri","The picturesque small island of Capri lies at the far south of the Gulf of Naples. It's a long flight from Naples in a prop plane but the island is nicely rendered with steep rocky cliffs and the two scenic island towns of Capri and Anacapri.  It's a good 20-30 minutes from Naples across the Gulf at 80 knots.","IS","IT",0,,40.571583,14.266998,1500,0,0,225.15,90,"false","KEEP"
"b04dcd95-b44c-fd06-5c76-aedd1233a534","Shoemaker Crater","Shoemaker (formerly known as Teague Ring) is an impact structure, the deeply eroded remnant of a former impact crater, situated in arid central Western Australia, about 100 km (62 mi) north-northeast of Wiluna. It is named in honour of planetary geologist Eugene Shoemaker.","LM","AU",0,,-25.872552,120.892986,3200,0,0,327.41,110,"false","KEEP"
"68920282-7461-ff8a-9287-ea8e0eb2b12c","Zhangye National Geopark","The Zhangye Natural Geopark, formerly known as Zhangye Danxia Geopark, is a stunning collection of bizarre and colorful rock formations found in the foothills of the Quilian Mountains in China’s Gansu Province.","PA","CN",0,,38.940992,100.103243,6400,0,0,2,125,"false","KEEP"
"707aba15-bbfb-638c-c466-8e0fd431ab0e","Grand Staircase–Escalante National Monument","Grand Staircase–Escalante National Monument is a large area of varied desert topography in the state of Utah. It is some of the most remote land anywhere in the continental United States, in fact, it was the last region in the contiguous 48 American states to be mapped. There are a variety of canyons reaching all the way south to the Lake Powell recreation area in southern Utah.","CA","US",0,,37.782466,-111.585875,7750,0,0,92.85,120,"false","KEEP"
"3e5a11a2-2d98-1280-e6f0-83fb7cd5b6c1","Krontosky","Kronotsky is a major stratovolcano on the Kamchatka Peninsula, Russia. It is located in Kronotsky Nature Reserve to the east of Lake Kronotskoye ( the largest lake in Kamchatka. It has a particularly symmetrical conical shape, comparable to Mount Fuji in Japan and to Mayon Volcano in the Philippines. Kronotsky is considered to be one of the most scenic volcanoes in Kamchatka.","MO","RU",0,,54.724751,160.404529,10600,0,0,69,110,"false","KEEP"
"f6e0e06c-8343-9691-564a-244f5fc5df7a","Kenai Fjords National Park","Kenai Fjords National Park is located in Alaska. Take off from Anchorage (PANC) and follow one of the mountain passes to Seward at the tip of Resurrection Bay. From there head south and west. There are several prominent Fjords and over 10 glaciers to explore within the borders of the park.","PA","US",0,,59.81923,-149.764682,3400,0,0,308,115,"false","KEEP"
"3c6c12f7-efdc-31d3-7238-bfc2aebc710b","Fogo Island, Cape Verde","Fogo (Portuguese for ""fire"") is an island in the Sotavento group of Cape Verde. It reaches the highest altitude of all the islands in Cape Verde, rising to 2,829 metres (9,281 feet) above sea level at the summit of its active volcano, Pico do Fogo.","IS","PT",0,,14.95143,-24.216916,9200,0,0,270,115,"false","KEEP"
"7f01e7d1-342a-a22c-b44e-5db05276abdd","Namib Desert","The Namib desert (local meaning 'Vast place') stretches for more than 2000km along the Southwest coast of Africa. The massive dunes are the second largest in the world, after the Badain Jaran desert of China.\n\nFogs that originate offshore from the collision of the cold Benguela Current and warm air from the Hadley Cell create a fog belt that frequently envelops parts of the desert. Coastal regions can experience more than 180 days of thick fog a year. While this has proved a major hazard to ships—more than a thousand wrecks litter the Skeleton Coast—it is a vital source of moisture for desert life.\n\nThe Namib is almost completely uninhabited by humans except for several small settlements and indigenous pastoral groups.","DE","NA",0,,-24.438844,14.784684,1550,0,0,123,120,"false","KEEP"
"a4232380-3685-ff88-efcd-984c21a64273","Wake Island","Wake Island Airfield is a military air base located on Wake Island, which is known for the Battle of Wake Island during World War II. It is owned by the U.S. Air Force and operated by the 611th Air Support Group. The runway can be used for emergency landings by commercial jetliners flying transpacific routes and has been used in the past by airlines operating jet, turboprop and prop aircraft on scheduled flights.","AS","US",0,"PWAK",19.279846,166.650162,21.36,0,0,282,0,"true","STOP"
"f7f11c60-633c-ea9a-0353-06b9080ac26c","Saint-Malo","Saint-Malo is a historic French port on the English Channel coast. A walled city with a long history of piracy; earning much wealth from local extortion and noteworthy, overseas adventures. In 1944, the Allies heavily bombarded the city, which was garrisoned by German troops. The city changed into a popular tourist center, with a ferry terminal serving the Channel Islands of Jersey and Guernsey, as well as the Southern English settlements of Portsmouth, Hampshire and Poole, Dorset.","TO","FR",0,,48.648904,-2.036517,800,0,0,92,95,"false","KEEP"
"a863c48a-1e20-ebc6-0e1e-e72b71843983","Arecibo Observatory","The Arecibo Telescope was a 305 m (1,000 ft) spherical reflector radio telescope built into a natural sinkhole at the Arecibo Observatory located near Arecibo, Puerto Rico. A cable-mount steerable receiver and several radar transmitters for emitting signals were mounted 150 m (492 ft) above the dish. Completed in November 1963, the Arecibo Telescope was the world's largest single-aperture telescope for 53 years, until it was surpassed in July 2016 by the Five-hundred-meter Aperture Spherical Telescope (FAST) in Guizhou, China.\n\nIt unfortunately collapsed on December 1 2020.","PO","PR",0,,18.318062,-66.741455,2200,0,0,338,110,"false","KEEP"
"c127b605-c180-5af7-75f9-c543182ea1ba","Momella Lakes","This location can be seen at the start the Xbox gameplay trailer, and includes numerous fauna species. However, it is not marked on the world map. It could therefore be considered an easter egg. There is a small pier perfect for docking a small seaplane, and the area is surrounded by the beautiful Arusha National Park and nearby Mount Kilimanjaro.","LA","TZ",0,,-3.223853,36.913409,4800,0,0,271.08,0,"true","STOP"
"b79b533b-fb3f-ea04-4df9-296cd636a4bf","Lofoten Ilands","Lofoten  is an archipelago and a traditional district in the county of Nordland, Norway. Lofoten has distinctive scenery with dramatic mountains and peaks, open sea and sheltered bays, beaches and untouched lands.","IS","NO",0,,67.827729,12.773244,1100,0,0,61,120,"false","KEEP"
"11dc5b75-8526-5736-1d6e-2c8124a46edc","Wolfe Creek Meteorite Crater","Wolfe Creek Crater is a well-preserved meteorite impact crater in Western Australia.","LM","AU",0,,-19.164071,127.802061,1680,0,0,223,115,"false","KEEP"
"e4643e78-ed78-4eca-d0d6-2017bb332d5c","Mo'orea Island","Mo'orea, also spelled Moorea, is a volcanic island in French Polynesia. It is one of the Windward Islands, a group that is part of the Society Islands, 17 kilometres (11 mi) northwest of Tahiti. The name comes from the Tahitian word Mo'ore'a, meaning ""yellow lizard"", An older name for the island is 'Aimeho, sometimes spelled 'Aimeo or 'Eimeo (among other spellings that were used by early visitors before Tahitian spelling was standardized). Early Western colonists and voyagers also referred to Mo'orea as York Island.","IS","PF",0,,-17.63135,-149.817259,4500,0,0,355,120,"false","KEEP"
"fe83993b-14a4-443f-ad8e-89d4fe0c1e0a","Torres de Paine","The beautiful Serrano river flows throught the Torres del Paine National Park.\n\nIt is a national park encompassing mountains, glaciers, lakes, and rivers in southern Chilean Patagonia. The Cordillera del Paine is the centerpiece of the park. It lies in a transition area between the Magellanic subpolar forests and the Patagonian Steppes.  Paine means ""blue"" in the native Tehuelche (Aonikenk) language and is pronounced PIE-nay, while Torres means ""towers"".","PA","CL",0,,-51.221644,-72.976707,2200,0,0,248,115,"false","KEEP"
"ef538a60-e893-a0e2-2a17-d65d2ceb4c88","Out Skerries","The Out Skerries are an archipelago of islets, some inhabited, in Shetland, Scotland, and are the easternmost group of Shetland's islands. Locally, they are usually called Da Skerries or just Skerries.","LH","GB",0,,60.427871,-0.720155,300,0,0,244,110,"false","KEEP"
"d1f52635-2480-9dfa-de58-4d46c6091956","Gosses Bluff Crater","Gosses Bluff is thought to be the eroded remnant of an impact crater. Known as Tnorala to the Western Arrente people of the surrounding region, it is located in the southern Northern Territory.","LM","AU",0,,-23.820552,132.312668,2800,0,0,17,90,"false","KEEP"
"1dc71e1a-a3cc-0bda-a2ee-4fa74aa53ba8","Haughton Impact Crater","Haughton impact crater is located on Devon Island, Nunavut in far Northern Canada. It is about 23 km in diameter and formed about 39 million years ago during the late Eocene.","LM","CA",0,,75.383428,-89.671646,6500,0,0,64,120,"false","KEEP"
"5fea6b39-fbfb-f632-7fbb-80a5ceb9203d","Lake Kuttara","Lake Kuttara is a nearly circular caldera lake in Shiraoi, Hokkaidō, Japan. It is part of Shikotsu-Tōya National Park. The lake is recognized as having the best water quality in all of Japan.","LA","JP",0,,42.515096,141.149154,22000,0,0,117,110,"false","KEEP"
"b1b6860c-dc3f-c50b-6a09-3944f577ac6a","Popocatépetl Volcano","Popocatépetl is an active stratovolcano located in the states of Puebla, Morelos, and Mexico in central Mexico.","MO","MX",0,,19.04438,-98.564888,16000,0,0,250,105,"false","KEEP"
"0d0ce18b-5f97-044b-9e5b-48eb88e39c80","Zanzibar","Unguja, also known as Zanzibar Island, is the main island in the Tanzanian archipelago of Zanzibar. Stone Town, part of Zanzibar City, is an old trade center, with mosques and winding lanes.\n\nYou can see amazing water mask along its beach.","IS","TZ",0,,-6.408553,39.442423,400,0,0,348,110,"false","KEEP"
"8c00e128-8a25-b707-24a4-f3e5553645b0","Lake Ichkeul","Lake Ichkeul is a lake in northern Tunisia, located 20 kilometres (12 miles) to Bizerte, the northernmost city in Africa on the Mediterranean Sea. The lake and wetlands of Ichkeul National Park are an important stopping-over point for hundreds of thousands of migrating birds each year. Among the lake's visitors are ducks, geese, storks, and pink flamingoes. Dam construction on the lake's feeder rivers has produced major changes to the ecological balance of the lake and wetlands.","LA","TN",0,,37.168513,9.799133,8000,0,0,265,110,"false","KEEP"
"ce685492-e27b-3ab6-3d86-6be28a92ac3e","Yendegaia National Park","Yendegaia National Park is located in Tierra del Fuego in the Magallanes y la Antártica Chilena Region of Chile and contains 150,612 ha (372,170 acres) of mountainous terrain and Valdivian temperate rain forest. It borders the Alberto de Agostini National Park and Tierra del Fuego National Park.","PA","CL",0,,-54.839678,-68.816526,3000,0,0,316,110,"false","KEEP"
"01288943-82a2-4976-bd73-40a79dd790f1","Behringer Meteor Crater","Behringer Meteor Crater is a meteorite impact crater about 37 mi (60 km) east of Flagstaff, Arizona.  The crater was created about 50,000 years ago during the Pleistocene epoch when a nickel-iron meteorite about 160 ft (50 m) across collided with Earth. ","LM","US",0,,35.039991,-111.0196,6100,0,0,191,115,"false","KEEP"
"4be1a4d7-9a92-6f35-2d39-97fe140be299","Volcán Lanín","Lanín is an ice-clad, cone-shaped stratovolcano on the border of Argentina and Chile. It forms part of two national parks: Lanín in Argentina and Villarrica in Chile. It is a symbol of the Argentine province of Neuquén, being part of its flag and its anthem. Although the date of its last eruption is not known, it is estimated to have occurred within the last 10,000 years.","MO","AR",0,,-39.606775,-71.462413,12700,0,0,225,90,"false","KEEP"
